nombre,region,latitud,longitud,altura,codigo_parroquia
PUJILI                                                                                              ,Sierra              ,-1,-78.7,3307, 50450              
PUMALLACTA                                                                                          ,Sierra              ,-2.3,-78.8,3478, 60257              
PUMPUENTSA                                                                                          ,Oriente             ,-2.6,-77.3,265, 140954             
PUNA                                                                                                ,                    ,-2.8,-80.1,1000, 90157              
PUNGALA                                                                                             ,Sierra              ,-1.9,-78.5,4112, 60157              
PUNIN                                                                                               ,Sierra              ,-1.8,-78.7,3088, 60158              
PURUNUMA_(EGUIGUREN)                                                                                ,Sierra              ,-4.2,-79.4,2522, 110754             
PUYO                                                                                                ,Oriente             ,-1.5,-78,948, 160150             
QUERO                                                                                               ,Sierra              ,-1.4,-78.6,3233, 180650             
QUEVEDO                                                                                             ,Costa               ,-1,-79.5,79, 120550             
QUILANGA                                                                                            ,Sierra              ,-4.3,-79.4,1897, 111550             
QUIMIAG                                                                                             ,Sierra              ,-1.7,-78.5,3753, 60159              
QUINARA                                                                                             ,Sierra              ,-4.4,-79.3,2560, 110163             
QUINCHICOTO                                                                                         ,Sierra              ,-1.4,-78.7,3656, 180951             
QUINGEO                                                                                             ,Sierra              ,-3.1,-78.9,2932, 10161              
QUINGUE_(OLMEDO_PERDOMO_FRANCO)                                                                     ,Costa               ,0.7,-80.1,99, 80354              
QUINSALOMA                                                                                          ,Costa               ,-1.1,-79.4,70, 121350             
QUIROGA                                                                                             ,Sierra              ,-0.9,-80.1,200, 130252             
QUIROGA1                                                                                            ,                    ,0.3,-78.4,3287, 100455             
QUISAPINCHA_(QUIZAPINCHA)                                                                           ,Sierra              ,-1.2,-78.7,3583, 180162             
QUITO                                                                                               ,Sierra              ,-0.2,-78.5,3017, 170150             
RAMON_CAMPANNA                                                                                      ,Sierra              ,-1.1,-79.1,1857, 50353              
REGULO_DE_MORA                                                                                      ,Sierra              ,-1.9,-79.2,1761, 20553              
REMIGIO_CRESPO_TORAL_(GULAG)                                                                        ,Sierra              ,-2.9,-78.7,3058, 10356              
RICAURTE                                                                                            ,Costa               ,-2.9,-79,2552, 10162              
RICAURTE1                                                                                           ,                    ,-1.6,-79.4,38, 120651             
RICAURTE2                                                                                           ,                    ,-0.6,-80,515, 130356             
RIOBAMBA                                                                                            ,Sierra              ,-1.7,-78.7,2765, 60150              
RIOCHICO_(RIO_CHICO)                                                                                ,Costa               ,-1,-80.4,174, 130155             
RIOVERDE                                                                                            ,Costa               ,1,-79.4,7, 80750              
RIO_BLANCO                                                                                          ,Oriente             ,-2.4,-78.4,3263, 140164             
RIO_BONITO                                                                                          ,Costa               ,-3.1,-79.7,391, 70654              
RIO_CORRIENTES                                                                                      ,Oriente             ,-2.3,-76.6,277, 160158             
RIO_NEGRO                                                                                           ,Sierra              ,-1.3,-78.2,1834, 180252             
RIO_TIGRE                                                                                           ,Oriente             ,-1.9,-76.3,210, 160159             
RIO_VERDE                                                                                           ,Sierra              ,-1.4,-78.3,2217, 180253             
RIVERA                                                                                              ,Sierra              ,-2.5,-78.7,2769, 30157              
ROBERTO_ASTUDILLO_(CAB_EN_CRUCE_DE_VENECIA)                                                         ,Costa               ,-2.2,-79.5,24, 91054              
ROCAFUERTE                                                                                          ,Costa               ,-0.9,-80.4,32, 131250             
ROCAFUERTE1                                                                                         ,                    ,1,-79.4,68, 80755              
ROSA_FLORIDA                                                                                        ,Oriente             ,0.3,-77.5,970, 210553             
ROSA_ZARATE_(QUININDE)                                                                              ,Costa               ,0.2,-79.5,97, 80450              
RUMIPAMBA                                                                                           ,Oriente             ,-0.1,-77,319, 220356             
RUMIPAMBA1                                                                                          ,                    ,-0.5,-78.4,3349, 170552             
RUMIPAMBA2                                                                                          ,                    ,-1.5,-78.6,3569, 180651             
SABANILLA                                                                                           ,Costa               ,-1.9,-80.3,64, 91452              
SABANILLA1                                                                                          ,                    ,-4,-79.1,2974, 190155             
SABANILLA2                                                                                          ,                    ,-4.2,-80.1,578, 110456             
SABIANGO_(LA_CAPILLA)                                                                               ,Sierra              ,-4.4,-79.8,753, 110853             
SACAPALCA                                                                                           ,Sierra              ,-4.1,-79.5,1519, 110756             
SALANGO                                                                                             ,Costa               ,-1.6,-80.8,178, 131952             
SALASACA                                                                                            ,Sierra              ,-1.3,-78.6,2723, 180758             
SALATI                                                                                              ,Costa               ,-3.8,-79.5,1514, 71153              
SALIMA                                                                                              ,Costa               ,0.3,-80,1000, 80355              
SALINAS                                                                                             ,Sierra              ,-2.2,-81,5, 240350             
SALINAS1                                                                                            ,                    ,0.5,-78.1,1636, 100156             
SALINAS2                                                                                            ,                    ,-1.4,-79.1,2435, 20155              
SALVIAS                                                                                             ,Costa               ,-3.6,-79.5,2024, 71359              
SAMBORONDON                                                                                         ,Costa               ,-2,-79.8,6, 91650              
SANGAY_(CAB_EN_NAYAMANACA)                                                                          ,Oriente             ,-1.8,-78,1045, 140454             
SANGOLQUI                                                                                           ,Sierra              ,-0.4,-78.4,2590, 170550             
SANGUILLIN                                                                                          ,Sierra              ,-4.5,-79.5,1904, 110254             
SANTA_ANA                                                                                           ,Sierra              ,-3,-78.9,2900, 10164              
SANTA_ANA_DE_VUELTA_LARGA                                                                           ,Costa               ,-1.2,-80.4,132, 131350             
SANTA_BARBARA                                                                                       ,Oriente             ,0.6,-77.5,3199, 210554             
SANTA_CECILIA                                                                                       ,Oriente             ,0.1,-77,332, 210158             
SANTA_CLARA                                                                                         ,Oriente             ,-1.3,-77.9,868, 160350             
SANTA_ELENA                                                                                         ,Oriente             ,-2.2,-80.7,90, 240150             
SANTA_ELENA1                                                                                        ,                    ,0.3,-76.3,268, 210354             
SANTA_FE_(SANTA_FE)                                                                                 ,Sierra              ,-1.6,-79,2893, 20158              
SANTA_FE_DE_GALAN                                                                                   ,Sierra              ,-1.5,-78.6,3566, 60758              
SANTA_ISABEL_(CHAGUARURCO)                                                                          ,Sierra              ,-3.3,-79.4,1511, 10850              
SANTA_LUCIA                                                                                         ,Costa               ,-1.7,-80,9, 91850              
SANTA_MARIANITA_(BOCA_DE_PACOCHE)                                                                   ,Costa               ,-1,-80.8,240, 130852             
SANTA_MARIANITA_DE_JESUS                                                                            ,Oriente             ,-2.4,-78.2,1161, 140655             
SANTA_MARIA_DEL_TOACHI                                                                              ,Sierra              ,-0.6,-79.2,420, 230157             
SANTA_MARIA_DE_HUIRIRIMA                                                                            ,Oriente             ,-0.7,-75.6,212, 220253             
SANTA_MARTHA_DE_CUBA                                                                                ,Sierra              ,0.6,-77.8,2832, 40161              
SANTA_RITA                                                                                          ,Costa               ,1.1,-78.7,247, 80559              
SANTA_ROSA                                                                                          ,Oriente             ,-1.3,-78.7,3125, 180165             
SANTA_ROSA1                                                                                         ,                    ,-3.4,-79.9,8, 71250              
SANTA_ROSA2                                                                                         ,                    ,-0.2,-77.8,2546, 150454             
SANTA_ROSA3                                                                                         ,                    ,-0.5,-90.4,1000, 200352             
SANTA_ROSA_DE_CUZUBAMBA                                                                             ,Sierra              ,-0,-78.3,2576, 170255             
SANTA_ROSA_DE_FLANDES                                                                               ,Costa               ,-2.6,-79.7,0, 91153              
SANTA_ROSA_DE_SUCUMBIOS                                                                             ,Oriente             ,0.2,-77.1,409, 210651             
SANTA_RUFINA                                                                                        ,Sierra              ,-3.9,-79.8,1062, 110553             
SANTA_TERESITA                                                                                      ,Sierra              ,-4.5,-79.4,2378, 110653             
SANTIAGO                                                                                            ,Sierra              ,-1.7,-78.9,3988, 20555              
SANTIAGO1                                                                                           ,                    ,-3,-78,299, 141250             
SANTIAGO2                                                                                           ,                    ,-3.8,-79.3,2462, 110159             
SANTIAGO_DE_MENDEZ                                                                                  ,Oriente             ,-2.6,-78.4,1998, 140550             
SANTIAGO_DE_PANANZA                                                                                 ,Oriente             ,-3.2,-78.5,1229, 140854             
SANTIAGO_DE_QUITO_(CAB_EN_SAN_ANTONIO_DE_QUITO)                                                     ,Sierra              ,-1.8,-78.7,3406, 60354              
SANTO_DOMINGO_DE_LOS_COLORADOS                                                                      ,Sierra              ,-0.2,-79.1,489, 230150             
SANTO_DOMINGO_DE_ONZOLE                                                                             ,Costa               ,0.7,-79.2,192, 80259              
SAN_ANDRES                                                                                          ,Sierra              ,-1.5,-78.8,3609, 60754              
SAN_ANDRES1                                                                                         ,                    ,-1.1,-78.5,2967, 180855             
SAN_ANDRES2                                                                                         ,                    ,-4.8,-79.3,2366, 190259             
SAN_ANTONIO                                                                                         ,Sierra              ,0,-78.4,2552, 170180             
SAN_ANTONIO1                                                                                        ,                    ,0.3,-78.2,2421, 100157             
SAN_ANTONIO2                                                                                        ,                    ,-4,-79.7,1146, 110957             
SAN_ANTONIO3                                                                                        ,                    ,-0.7,-80.2,19, 130357             
SAN_ANTONIO4                                                                                        ,                    ,-2.6,-79.2,1706, 30358              
SAN_ANTONIO5                                                                                        ,                    ,-3.5,-80,81, 71254              
SAN_ANTONIO_(CAB_EN_SAN_ANTONIO_CENTRO)                                                             ,Oriente             ,-3,-78.4,1015, 140353             
SAN_ANTONIO_DE_BAYUSHIG                                                                             ,Sierra              ,-1.5,-78.5,2808, 60954              
SAN_ANTONIO_DE_LAS_ARADAS_(CAB_EN_LAS_ARADAS)                                                       ,Sierra              ,-4.4,-79.4,2095, 111552             
SAN_ANTONIO_DE_QUMBE_(CUMBE)                                                                        ,Sierra              ,-3.5,-79.2,2696, 111155             
SAN_BARTOLOME                                                                                       ,Sierra              ,-3,-78.8,2598, 10955              
SAN_BARTOLOME_DE_PINLLOG                                                                            ,Sierra              ,-1.2,-78.7,3177, 180163             
SAN_BLAS                                                                                            ,Sierra              ,0.4,-78.3,2753, 100654             
SAN_CARLOS                                                                                          ,Oriente             ,-1.1,-79.4,73, 120553             
SAN_CARLOS1                                                                                         ,                    ,-2.5,-79.5,46, 91152              
SAN_CARLOS2                                                                                         ,                    ,-0.4,-76.9,266, 220353             
SAN_CARLOS_DE_LAS_MINAS                                                                             ,Oriente             ,-4.1,-78.8,1509, 190158             
SAN_CARLOS_DE_LIMON                                                                                 ,Oriente             ,-3.3,-78.3,1818, 140852             
SAN_CRISTOBAL_(CARLOS_ORDONNEZ_LAZO)                                                                ,Sierra              ,-2.8,-78.8,2559, 10559              
SAN_FCO_DE_NATABUELA                                                                                ,Sierra              ,0.3,-78.2,2597, 100252             
SAN_FCO_DE_SIGSIPAMBA                                                                               ,                    ,0.3,-77.9,3251, 100553             
SAN_FELIPE_DE_ONNA                                                                                  ,Sierra              ,-3.5,-79.1,2946, 11050              
SAN_FERNANDO                                                                                        ,Sierra              ,-3.1,-79.3,2980, 10750              
SAN_FERNANDO_(PASA_SAN_FERNANDO)                                                                    ,Sierra              ,-1.2,-78.8,4146, 180164             
SAN_FRANCISCO                                                                                       ,Costa               ,0.7,-80,124, 80356              
SAN_FRANCISCO_DEL_VERGEL                                                                            ,Oriente             ,-4.7,-79,2149, 190852             
SAN_FRANCISCO_DE_BORJA_(VIRGILIO_DAVILA)                                                            ,Oriente             ,-0.4,-77.9,1918, 150754             
SAN_FRANCISCO_DE_CHINIMBIMI                                                                         ,Oriente             ,-2.7,-78.2,816, 140557             
SAN_FRANCISCO_DE_NOVILLO_(CAB_EN_NOVILLO)                                                           ,Costa               ,-0.2,-79.8,188, 130551             
SAN_FRANCISCO_DE_ONZOLE                                                                             ,Costa               ,0.8,-79.1,58, 80258              
SAN_FRANCISCO_DE_SAGEO                                                                              ,Sierra              ,-2.7,-78.9,2675, 30252              
SAN_GABRIEL                                                                                         ,Sierra              ,0.6,-77.8,2791, 40550              
SAN_GERARDO                                                                                         ,Sierra              ,-3.1,-79.2,2923, 10252              
SAN_GERARDO_DE_PACAICAGUAN                                                                          ,Sierra              ,-1.6,-78.6,2662, 60755              
SAN_GREGORIO                                                                                        ,Costa               ,0.5,-79.9,64, 80357              
SAN_ISIDRO                                                                                          ,Sierra              ,0.6,-78,3185, 40353              
SAN_ISIDRO1                                                                                         ,                    ,-2.2,-78.2,1500, 140156             
SAN_ISIDRO2                                                                                         ,                    ,-0.4,-80.2,185, 131457             
SAN_ISIDRO3                                                                                         ,                    ,-3.7,-80,527, 71453              
SAN_ISIDRO_DE_PATULU                                                                                ,Sierra              ,-1.5,-78.7,3639, 60756              
SAN_JACINTO                                                                                         ,Costa               ,-1.6,-80.1,41, 90551              
SAN_JACINTO_DEL_BUA                                                                                 ,Sierra              ,-0.1,-79.4,259, 230154             
SAN_JACINTO_DE_BUENA_FE                                                                             ,Costa               ,-0.8,-79.5,106, 121050             
SAN_JACINTO_DE_WAKAMBEIS                                                                            ,Oriente             ,-3.3,-78.5,1633, 140853             
SAN_JACINTO_DE_YAGUACHI                                                                             ,Costa               ,-2.1,-79.7,7, 92050              
SAN_JAVIER_DE_CACHAVI_(CAB_EN_SAN_JAVIER)                                                           ,Costa               ,1.1,-78.8,32, 80558              
SAN_JOAQUIN                                                                                         ,Sierra              ,-2.9,-79.2,3723, 10163              
SAN_JOSE                                                                                            ,Oriente             ,-1.3,-77.9,986, 160351             
SAN_JOSE1                                                                                           ,                    ,-3.6,-79.7,988, 70354              
SAN_JOSE_DEL_CHAZO                                                                                  ,Sierra              ,-1.5,-78.6,2930, 60757              
SAN_JOSE_DEL_TAMBO_(TAMBOPAMBA)                                                                     ,Sierra              ,-2,-79.2,1141, 20251              
SAN_JOSE_DE_ANCON                                                                                   ,Costa               ,-2.3,-80.8,50, 240156             
SAN_JOSE_DE_CAYAPAS                                                                                 ,Costa               ,0.9,-79,17, 80263              
SAN_JOSE_DE_CHALTURA                                                                                ,Sierra              ,0.4,-78.2,2269, 100253             
SAN_JOSE_DE_CHAMANGA                                                                                ,Costa               ,3.5,-79.9,31, 80358              
SAN_JOSE_DE_CHIMBO                                                                                  ,Sierra              ,-1.7,-79,2699, 20350              
SAN_JOSE_DE_DAHUANO                                                                                 ,Oriente             ,-0.8,-77.4,383, 220454             
SAN_JOSE_DE_GUAYUSA                                                                                 ,Oriente             ,-0.2,-77.2,383, 220160             
SAN_JOSE_DE_MINAS                                                                                   ,Sierra              ,0.2,-78.5,2481, 170181             
SAN_JOSE_DE_MORONA                                                                                  ,Oriente             ,-2.9,-77.7,234, 141251             
SAN_JOSE_DE_PAYAMINO                                                                                ,Oriente             ,-0.5,-77.3,353, 220453             
SAN_JOSE_DE_POALO                                                                                   ,Sierra              ,-1.1,-78.4,3555, 180856             
SAN_JOSE_DE_QUICHINCHE                                                                              ,Sierra              ,0.2,-78.4,2805, 100455             
SAN_JOSE_DE_RARANGA                                                                                 ,Sierra              ,-3.1,-78.9,2775, 10956              
SAN_JUAN                                                                                            ,Sierra              ,-3,-78.8,2511, 10357              
SAN_JUAN1                                                                                           ,                    ,-1.6,-78.8,4028, 60160              
SAN_JUAN2                                                                                           ,                    ,-1.7,-79.6,19, 120452             
SAN_JUAN_BOSCO                                                                                      ,Oriente             ,-3.1,-78.6,1569, 140850             
SAN_JUAN_DE_CERRO_AZUL                                                                              ,Costa               ,-3.5,-79.8,771, 70355              
SAN_JUAN_DE_ILUMAN                                                                                  ,Sierra              ,0.3,-78.2,2755, 100456             
SAN_JUAN_DE_PASTOCALLE                                                                              ,Sierra              ,-0.7,-78.6,3353, 50159              
SAN_LORENZO                                                                                         ,Costa               ,-1.7,-78.9,3738, 20156              
SAN_LORENZO1                                                                                        ,                    ,1.3,-78.8,41, 80550              
SAN_LORENZO2                                                                                        ,                    ,-1.1,-80.9,233, 130851             
SAN_LUCAS                                                                                           ,Sierra              ,-3.7,-79.2,2582, 110157             
SAN_LUIS                                                                                            ,Sierra              ,-1.7,-78.6,2665, 60161              
SAN_LUIS_DE_ARMENIA                                                                                 ,Oriente             ,-0.4,-77.2,290, 220161             
SAN_LUIS_DE_EL_ACHO_(CAB_EN_EL_ACHO)                                                                ,Oriente             ,-2.8,-78.3,738, 140554             
SAN_LUIS_DE_PAMBIL                                                                                  ,Sierra              ,-1.2,-79.2,482, 20160              
SAN_MARTIN_DE_PUZHIO                                                                                ,Sierra              ,-3,-78.7,3021, 11154              
SAN_MATEO                                                                                           ,Costa               ,0.8,-79.6,10, 80163              
SAN_MIGUEL                                                                                          ,Sierra              ,-1.8,-79,2867, 20554              
SAN_MIGUEL1                                                                                         ,                    ,-1,-78.5,3281, 50550              
SAN_MIGUEL2                                                                                         ,                    ,-2.8,-78.8,2784, 30158              
SAN_MIGUELITO                                                                                       ,Sierra              ,-1.2,-78.5,2809, 180857             
SAN_MIGUEL_DE_CONCHAY                                                                               ,Oriente             ,-3.1,-78.2,1101, 140356             
SAN_MIGUEL_DE_CUYES                                                                                 ,Oriente             ,-3.3,-78.9,2505, 140257             
SAN_MIGUEL_DE_IBARRA                                                                                ,Sierra              ,0.4,-78.1,2244, 100150             
SAN_MIGUEL_DE_LOS_BANCOS                                                                            ,Sierra              ,-0,-79,868, 170750             
SAN_PABLO                                                                                           ,Sierra              ,0.2,-78.2,2836, 100457             
SAN_PABLO_(CAB_EN_PUEBLO_NUEVO)                                                                     ,Costa               ,-1.2,-80.1,105, 131355             
SAN_PABLO_(SAN_PABLO_DE_ATENAS)                                                                     ,Sierra              ,-1.8,-79.1,2304, 20554              
SAN_PABLO_DE_TENTA                                                                                  ,Sierra              ,-3.6,-79.3,2843, 111156             
SAN_PABLO_DE_USHPAYACU                                                                              ,Oriente             ,-0.9,-77.7,676, 150354             
SAN_PEDRO_DE_LA_BENDITA                                                                             ,Sierra              ,-4,-79.4,2230, 110353             
SAN_PEDRO_DE_LOS_COFANES                                                                            ,Oriente             ,-0.2,-76.8,292, 210454             
SAN_PEDRO_DE_SUMA                                                                                   ,Costa               ,-0.2,-79.6,185, 130452             
SAN_PEDRO_DE_VILCABAMBA                                                                             ,Sierra              ,-4.2,-79.2,1818, 110158             
SAN_PLACIDO                                                                                         ,Costa               ,-1.1,-80.1,413, 130156             
SAN_RAFAEL                                                                                          ,Sierra              ,0.4,-77.9,2252, 40255              
SAN_RAFAEL1                                                                                         ,                    ,0.2,-78.2,3011, 100458             
SAN_RAFAEL_DE_SHARUG                                                                                ,Sierra              ,-3.3,-79.5,1592, 10652              
SAN_ROQUE                                                                                           ,Sierra              ,0.3,-78.2,2621, 100254             
SAN_ROQUE_(AMBROSIO_MALDONADO)                                                                      ,Costa               ,-3.7,-79.7,1046, 71055              
SAN_ROQUE_(CAB_EN_SAN_VICENTE)                                                                      ,Oriente             ,-0.3,-76.4,249, 210453             
SAN_SEBASTIAN                                                                                       ,Costa               ,-1.7,-79.1,2667, 20354              
SAN_SEBASTIAN1                                                                                      ,                    ,-1.1,-80,409, 131152             
SAN_SEBASTIAN_DEL_COCA                                                                              ,Oriente             ,-0.2,-77,323, 220354             
SAN_SEBASTIAN_DE_YULUC                                                                              ,Sierra              ,-3.4,-79.4,1710, 111157             
SAN_SIMON_(YACOTO)                                                                                  ,Sierra              ,-1.6,-78.9,3395, 20157              
SAN_VICENTE                                                                                         ,Costa               ,-2.9,-78.7,2725, 11253              
SAN_VICENTE1                                                                                        ,                    ,-1.7,-79,2625, 20556              
SAN_VICENTE2                                                                                        ,                    ,-0.6,-80.3,168, 132250             
SAN_VICENTE_DE_HUATICOCHA                                                                           ,Oriente             ,-0.7,-77.5,1163, 220455             
SAN_VICENTE_DE_PUSIR                                                                                ,Sierra              ,0.5,-78,1745, 40254              
SAQUISILI                                                                                           ,Sierra              ,-0.8,-78.7,3057, 50650              
SARACAY                                                                                             ,Costa               ,-3.7,-79.8,323, 71056              
SARAGURO                                                                                            ,Sierra              ,-3.6,-79.2,2524, 111150             
SARAYACU                                                                                            ,Oriente             ,-1.8,-77.4,447, 160161             
SARDINAS                                                                                            ,Oriente             ,-0.4,-77.9,2242, 150455             
SAYAUSI                                                                                             ,Sierra              ,-2.8,-79.2,3796, 10165              
SELVA_ALEGRE                                                                                        ,Costa               ,-3.6,-79.3,2886, 111158             
SELVA_ALEGRE1                                                                                       ,                    ,0.9,-78.9,69, 80260              
SELVA_ALEGRE_(CAB_EN_SAN_MIGUEL_DE_PAMPLONA)                                                        ,Sierra              ,0.3,-78.5,2371, 100459             
SEVILLA                                                                                             ,Oriente             ,-2.3,-78.8,3150, 60258              
SEVILLA1                                                                                            ,                    ,0.1,-77.1,400, 210652             
SEVILLA_DE_ORO                                                                                      ,Sierra              ,-2.8,-78.6,3080, 11350              
SEVILLA_DON_BOSCO                                                                                   ,Oriente             ,-2.5,-77.9,839, 140157             
SHELL                                                                                               ,Oriente             ,-1.5,-78.1,1100, 160252             
SHIMPIS                                                                                             ,Oriente             ,-2.7,-78.1,1373, 141052             
SHUSHUFINDI                                                                                         ,Oriente             ,-0.2,-76.6,292, 210450             
SIBAMBE                                                                                             ,Sierra              ,-2.2,-78.9,3094, 60259              
SIDCAY                                                                                              ,Sierra              ,-2.8,-79,2598, 10166              
SIETE_DE_JULIO                                                                                      ,Oriente             ,-0.2,-76.8,291, 210455             
SIGCHOS                                                                                             ,Sierra              ,-0.6,-78.9,2474, 50750              
SIGSIG                                                                                              ,Sierra              ,-3.1,-78.8,3281, 10950              
SIMIATUG                                                                                            ,Sierra              ,-1.3,-79,2739, 20159              
SIMON_BOLIVAR                                                                                       ,Costa               ,-2,-79.5,21, 92250              
SIMON_BOLIVAR_(CAB_EN_GANNANZOL)                                                                    ,Sierra              ,-3,-78.8,2604, 10360              
SIMON_BOLIVAR_(CAB_EN_MUSHULLACTA)                                                                  ,Oriente             ,-1.9,-77.7,535, 160162             
SIMON_BOLIVAR_(JULIO_MORENO)                                                                        ,Costa               ,-2.2,-80.4,138, 240155             
SINAI                                                                                               ,Oriente             ,-2.1,-78.2,1740, 140158             
SININCAY                                                                                            ,Sierra              ,-2.9,-79,2699, 10167              
SINSAO                                                                                              ,Costa               ,-3.6,-79.6,1646, 71358              
SOLANO                                                                                              ,Sierra              ,-2.8,-78.9,2579, 30651              
SOZORANGA                                                                                           ,Sierra              ,-4.2,-79.8,1084, 111250             
STA_SUSANA_DE_CHIVIAZA_(CAB_EN_CHIVIAZA)                                                            ,Oriente             ,-2.9,-78.3,1065, 140357             
SUA_(CAB_EN_LA_BOCANA)                                                                              ,Costa               ,0.8,-79.9,139, 80652              
SUCRE                                                                                               ,Costa               ,-1.3,-80.4,175, 131650             
SUCRE_(CAB_EN_SUCRE-PATATE_URCU)                                                                    ,Sierra              ,-1.2,-78.4,3656, 180553             
SUCUA                                                                                               ,Oriente             ,-2.5,-78.2,1043, 140650             
SUMACO                                                                                              ,Oriente             ,-0.5,-77.7,2733, 150756             
SUMAYPAMBA                                                                                          ,Sierra              ,-3.4,-79.3,1856, 111160             
SUSCAL                                                                                              ,Sierra              ,-2.5,-79.1,2721, 30750              
SUSUDEL                                                                                             ,Sierra              ,-3.4,-79.2,2548, 11051              
TABABELA                                                                                            ,Sierra              ,-0.1,-78.4,2418, 170183             
TABACUNDO                                                                                           ,Sierra              ,0.1,-78.2,2913, 170450             
TABIAZO                                                                                             ,Costa               ,0.8,-79.7,144, 80165              
TACAMOROS                                                                                           ,Sierra              ,-4.4,-79.7,2036, 111252             
TACHINA                                                                                             ,Costa               ,0.9,-79.6,174, 80166              
TADAY                                                                                               ,Sierra              ,-2.7,-78.7,3339, 30160              
TAISHA                                                                                              ,Oriente             ,-2.4,-77.5,493, 140950             
TALAG                                                                                               ,Oriente             ,-1.1,-78.2,1900, 150157             
TAMBILLO                                                                                            ,Costa               ,-0.4,-78.6,2812, 170356             
TAMBILLO1                                                                                           ,                    ,1.2,-78.9,9, 80560              
TANICUCHI                                                                                           ,Sierra              ,-0.8,-78.6,3031, 50161              
TAQUIL_(MIGUEL_RIOFRIO)                                                                             ,Sierra              ,-3.9,-79.3,1974, 110160             
TARACOA_(NUEVA_ESPERANZA_YUCA)                                                                      ,                    ,-0.5,-76.8,283, 220152             
TARAPOA                                                                                             ,Oriente             ,-0.2,-76.3,240, 210750             
TARIFA                                                                                              ,Costa               ,-2,-79.8,2, 91651              
TARQUI                                                                                              ,Oriente             ,-3,-79,2742, 10168              
TARQUI1                                                                                             ,                    ,-1.6,-78,928, 160163             
TAURA                                                                                               ,Costa               ,-2.4,-79.6,6, 91154              
TAYUZA                                                                                              ,Oriente             ,-2.7,-78.3,810, 140556             
TELEMBI                                                                                             ,Costa               ,0.6,-78.9,411, 80261              
TELIMBELA                                                                                           ,Sierra              ,-1.7,-79.2,1423, 20355              
TENA                                                                                                ,Oriente             ,-1,-77.8,499, 150150             
TENDALES_(CAB_EN_PUERTO_TENDALES)                                                                   ,Costa               ,-3.1,-79.8,8, 70653              
TENGUEL                                                                                             ,Costa               ,-3,-79.8,8, 90158              
TENIENTE_HUGO_ORTIZ                                                                                 ,Oriente             ,-1.4,-77.9,1053, 160164             
TIMBARA                                                                                             ,Oriente             ,-4.1,-78.9,1365, 190156             
TIMBIRE                                                                                             ,Costa               ,1,-78.9,51, 80264              
TINGO                                                                                               ,Sierra              ,-0.9,-79.1,1554, 50457              
TIPUTINI                                                                                            ,Oriente             ,-0.8,-75.7,208, 220254             
TISALEO                                                                                             ,Sierra              ,-1.4,-78.7,3224, 180950             
TIXAN                                                                                               ,Sierra              ,-2.2,-78.8,3347, 60260              
TNTE_MAXIMILIANO_RODRIGUEZ_LOAIZA                                                                   ,Sierra              ,-4.2,-80.1,1149, 110457             
TOACASO                                                                                             ,Sierra              ,-0.7,-78.8,3606, 50162              
TOBAR_DONOSO_(LA_BOCANA_DE_CAMUMBI)                                                                 ,Sierra              ,1,-78.4,674, 40156              
TOCACHI                                                                                             ,Sierra              ,0.1,-78.3,2873, 170453             
TOMAS_DE_BERLANGA_(SANTO_TOMAS)                                                                     ,                    ,-0.4,-91.5,1000, 200251             
TOMEBAMBA                                                                                           ,Sierra              ,-2.7,-78.7,2775, 10561              
TONCHIGUE                                                                                           ,Costa               ,0.8,-79.9,83, 80653              
TONSUPA                                                                                             ,Costa               ,0.9,-79.8,70, 80654              
TORATA                                                                                              ,Costa               ,-3.6,-79.9,520, 71255              
TOSAGUA                                                                                             ,Costa               ,-0.8,-80.3,45, 131550             
TOTORAS                                                                                             ,Sierra              ,-1.3,-78.6,2735, 180166             
TRES_DE_NOVIEMBRE                                                                                   ,Oriente             ,-0.2,-76.9,311, 220357             
TUFINNO                                                                                             ,Sierra              ,0.8,-77.9,3507, 40157              
TULCAN                                                                                              ,Sierra              ,0.8,-77.8,3109, 40150              
TULULBI_(CAB_EN_RICAURTE)                                                                           ,Costa               ,1.1,-78.6,96, 80561              
TUMBABIRO                                                                                           ,Sierra              ,0.5,-78.2,2143, 100655             
TUMBACO                                                                                             ,Sierra              ,-0.2,-78.4,2360, 170184             
TUNDAYME                                                                                            ,Oriente             ,-3.6,-78.5,1129, 190653             
TUPIGACHI                                                                                           ,Sierra              ,0.1,-78.2,2990, 170454             
TURI                                                                                                ,Sierra              ,-2.9,-79,2642, 10169              
TURUPAMBA                                                                                           ,Sierra              ,-2.7,-78.9,2893, 30253              
TUTUPALI                                                                                            ,Oriente             ,-3.5,-79,2619, 190452             
TUUTINENTZA                                                                                         ,Oriente             ,-2.7,-77.5,232, 140953             
ULBA                                                                                                ,Sierra              ,-1.4,-78.4,2467, 180254             
UNAMUNCHO                                                                                           ,Sierra              ,-1.2,-78.6,2689, 180168             
UNION_MILAGRENNA                                                                                    ,Oriente             ,-0.4,-76.8,265, 220358             
URBINA                                                                                              ,Costa               ,1,-78.7,108, 80562              
URBINA_(TAYA)                                                                                       ,Sierra              ,0.8,-77.7,2999, 40158              
URCUQUI                                                                                             ,Sierra              ,0.4,-78.2,2148, 100650             
URDANETA_(PAQUISHAPA)                                                                               ,Sierra              ,-3.6,-79.2,2815, 111159             
UTUANA                                                                                              ,Sierra              ,-4.4,-79.7,1773, 110253             
UYUMBICHO                                                                                           ,Sierra              ,-0.4,-78.5,2800, 170357             
